MSISDN,Topup date,Measure,Amount paid
0734134832,2022-10-03,1,99
0734134834,2022-10-03,1,99
0734134852,2022-10-03,1,449
0734134869,2022-10-03,1,0
0734135194,2022-10-03,1,449
0734135461,2022-10-03,1,149
0734136328,2022-10-03,1,299
0734136479,2022-10-03,1,199
0734139063,2022-10-03,1,349
0734139318,2022-10-03,1,449
0734139319,2022-10-03,1,349
0734139327,2022-10-03,1,99
0734139987,2022-10-03,1,99
0734143797,2022-10-03,1,99
0734144053,2022-10-03,1,99
0734144139,2022-10-03,1,99
0734144263,2022-10-03,1,99
0734145225,2022-10-03,3,99
0734145366,2022-10-03,1,299
0734151723,2022-10-03,1,199
0734157421,2022-10-03,3,109
0734158295,2022-10-03,1,299
0734158952,2022-10-03,3,249
0734158953,2022-10-03,3,299
0734158993,2022-10-03,3,49
0734159031,2022-10-03,3,199
0734159042,2022-10-03,3,199
0734159043,2022-10-03,3,99
0734159045,2022-10-03,2,0
0734162548,2022-10-03,1,99
0734162812,2022-10-03,1,99
0734167125,2022-10-03,1,199
0734169420,2022-10-03,1,100
0734175675,2022-10-03,3,99
0734177120,2022-10-03,1,349
0734195139,2022-10-03,1,99
0734195141,2022-10-03,1,99
0734201558,2022-10-03,1,99
0734201669,2022-10-03,1,99
0734209160,2022-10-03,2,10
0734209602,2022-10-03,1,799
0734216640,2022-10-03,2,149
0734221455,2022-10-03,1,99
0734222501,2022-10-03,1,99
0734222631,2022-10-03,1,999
0734225597,2022-10-03,1,300
0734241427,2022-10-03,1,100
0734244524,2022-10-03,1,100
0734245147,2022-10-03,1,99
0734255011,2022-10-03,1,99
0734257684,2022-10-03,1,100
0734258686,2022-10-03,1,100
0734260635,2022-10-03,1,99
0734261011,2022-10-03,1,99
0734262465,2022-10-03,1,99
0734263495,2022-10-03,1,149
0734264039,2022-10-03,1,799
0734264189,2022-10-03,1,199
0734265027,2022-10-03,1,199
0734265174,2022-10-03,1,299
0734265259,2022-10-03,3,499
0734266723,2022-10-03,1,100
0734267127,2022-10-03,1,49
0734267136,2022-10-03,2,0
0734267194,2022-10-03,2,100
0734267344,2022-10-03,1,99
0734267795,2022-10-03,1,99
0734267870,2022-10-03,1,149
0734267947,2022-10-03,1,199
0734269255,2022-10-03,1,99
0734270397,2022-10-03,1,299
0734270628,2022-10-03,2,198
0734270896,2022-10-03,2,148
0734275487,2022-10-03,1,100
0734275542,2022-10-03,1,99
0734278584,2022-10-03,1,299
0734281916,2022-10-03,1,99
0734282478,2022-10-03,1,149
0734290601,2022-10-03,1,100
0734294768,2022-10-03,1,50
0734295493,2022-10-03,1,449
0734295511,2022-10-03,1,449
0734295741,2022-10-03,1,99
0734296842,2022-10-03,1,49
0734298257,2022-10-03,1,349
0734301208,2022-10-03,1,99
0734303388,2022-10-03,1,99
0734304533,2022-10-03,1,99
0734304976,2022-10-03,1,99
0734306054,2022-10-03,1,349
0734307787,2022-10-03,1,99
0734308482,2022-10-03,1,99
0734320280,2022-10-03,1,799
0734322162,2022-10-03,1,300
0734322166,2022-10-03,1,99
0734322879,2022-10-03,1,99
0734330836,2022-10-03,1,100
0734334835,2022-10-03,1,99
0734335199,2022-10-03,1,149
0734336092,2022-10-03,1,99
0734343195,2022-10-03,1,99
0734343233,2022-10-03,1,999
0734348192,2022-10-03,1,100
0734348330,2022-10-03,1,49
0734348600,2022-10-03,1,99
0734349591,2022-10-03,1,99
0734352731,2022-10-03,1,149
0734354825,2022-10-03,1,300
0734354903,2022-10-03,1,99
0734364517,2022-10-03,1,199
0734364671,2022-10-03,1,49
0734369261,2022-10-03,1,449
0734369293,2022-10-03,1,49
0734378049,2022-10-03,2,298
0734382287,2022-10-03,1,149
0734386969,2022-10-03,2,98
0734387200,2022-10-03,1,99
0734387902,2022-10-03,1,99
0734388384,2022-10-03,1,99
0734392557,2022-10-03,1,199
0734392810,2022-10-03,1,199
0734393639,2022-10-03,1,299
0734395059,2022-10-03,1,0
0734395873,2022-10-03,1,199
0734397921,2022-10-03,1,149
0734399348,2022-10-03,1,99
0734400299,2022-10-03,1,99
0734402026,2022-10-03,1,99
0734402871,2022-10-03,1,300
0734405000,2022-10-03,1,300
0734407721,2022-10-03,3,99
0734409451,2022-10-03,1,199
0734411361,2022-10-03,1,99
0734412486,2022-10-03,1,250
0734412626,2022-10-03,1,99
0734417817,2022-10-03,2,198
0734419522,2022-10-03,1,299
0734419701,2022-10-03,1,149
0734427765,2022-10-03,1,99
0734427802,2022-10-03,2,148
0734427927,2022-10-03,1,99
0734428151,2022-10-03,1,100
0734428489,2022-10-03,1,99
0734428779,2022-10-03,1,299
0734431428,2022-10-03,1,199
0734434833,2022-10-03,1,99
0734435418,2022-10-03,3,159
0734436035,2022-10-03,1,149
0734436542,2022-10-03,1,349
0734437739,2022-10-03,1,99
0734438447,2022-10-03,1,349
0734441563,2022-10-03,1,0
0734441802,2022-10-03,1,0
0734441815,2022-10-03,2,98
0734448704,2022-10-03,1,199
0734455061,2022-10-03,1,99
0734488311,2022-10-03,1,199
0734489483,2022-10-03,1,0
0734634388,2022-10-03,2,10
0734781383,2022-10-03,1,99
0734915133,2022-10-03,2,148
0735006166,2022-10-03,3,100
0735012919,2022-10-03,1,199
0735022856,2022-10-03,1,99
0735047360,2022-10-03,2,298
0735069440,2022-10-03,1,0
0735069522,2022-10-03,1,0
0735130053,2022-10-03,1,199
0735151812,2022-10-03,1,99
0735200837,2022-10-03,1,99
0735343108,2022-10-03,1,100
0735344703,2022-10-03,1,99
0735356455,2022-10-03,1,49
0735426249,2022-10-03,1,99
0735452152,2022-10-03,1,199
0735577879,2022-10-03,1,99
0735620396,2022-10-03,1,99
0735757217,2022-10-03,1,100
0735830449,2022-10-03,1,149
0735868513,2022-10-03,1,99
0736007043,2022-10-03,1,49
0736100109,2022-10-03,1,100
0736126642,2022-10-03,1,49
0736145309,2022-10-03,1,149
0736201294,2022-10-03,1,50
0736201523,2022-10-03,1,349
0736213135,2022-10-03,1,300
0736221816,2022-10-03,1,99
0736228215,2022-10-03,1,449
0736233365,2022-10-03,1,99
0736234495,2022-10-03,1,100
0736241992,2022-10-03,2,448
0736246656,2022-10-03,1,149
0736252492,2022-10-03,1,349
0736255701,2022-10-03,2,349
0736263451,2022-10-03,1,50
0736295007,2022-10-03,2,98
0736299001,2022-10-03,1,99
0736320326,2022-10-03,1,99
0736327747,2022-10-03,1,799
0736339382,2022-10-03,1,349
0736349721,2022-10-03,2,99
0736424917,2022-10-03,1,99
0736427771,2022-10-03,2,10
0736433806,2022-10-03,1,99
0736463885,2022-10-03,1,299
0736484997,2022-10-03,1,449
0736492341,2022-10-03,3,209
0736504602,2022-10-03,1,99
0736510891,2022-10-03,1,149
0736539157,2022-10-03,1,149
0736560782,2022-10-03,7,343
0736579447,2022-10-03,1,100
0736597536,2022-10-03,1,100
0736633495,2022-10-03,1,49
0736633496,2022-10-03,1,349
0736633497,2022-10-03,2,148
0736633513,2022-10-03,1,99
0736634388,2022-10-03,3,300
0736640226,2022-10-03,1,49
0736644804,2022-10-03,1,199
0736680186,2022-10-03,1,100
0736724777,2022-10-03,2,10
0736740869,2022-10-03,1,149
0736741312,2022-10-03,1,349
0736747793,2022-10-03,1,199
0736751100,2022-10-03,1,100
0736777550,2022-10-03,2,248
0736877043,2022-10-03,2,299
0736909999,2022-10-03,1,149
0736918277,2022-10-03,1,99
0736948802,2022-10-03,1,99
0737019430,2022-10-03,1,100
0737025344,2022-10-03,1,50
0737081514,2022-10-03,1,199
0737095320,2022-10-03,1,300
0737158350,2022-10-03,1,99
0737164801,2022-10-03,1,49
0737167891,2022-10-03,1,99
0737189992,2022-10-03,1,199
0737217590,2022-10-03,1,99
0737301883,2022-10-03,1,99
0737362375,2022-10-03,1,99
0737363497,2022-10-03,2,100
0737363909,2022-10-03,1,99
0737385024,2022-10-03,1,149
0737403070,2022-10-03,1,249
0737565815,2022-10-03,1,149
0737588866,2022-10-03,1,99
0737714005,2022-10-03,1,99
0737722353,2022-10-03,2,198
0737728026,2022-10-03,1,149
0737728711,2022-10-03,1,149
0737744016,2022-10-03,1,99
0737841041,2022-10-03,1,99
0738000366,2022-10-03,1,349
0738010108,2022-10-03,1,249
0738032638,2022-10-03,1,99
0738137187,2022-10-03,1,99
0738138593,2022-10-03,1,149
0738151639,2022-10-03,1,99
0738184385,2022-10-03,1,149
0738215155,2022-10-03,1,99
0738223390,2022-10-03,1,299
0738229623,2022-10-03,1,99
0738311052,2022-10-03,1,99
0738323744,2022-10-03,1,99
0738325026,2022-10-03,1,199
0738339324,2022-10-03,1,99
0738399642,2022-10-03,1,99
0738490164,2022-10-03,2,99
0738504890,2022-10-03,1,99
0738506253,2022-10-03,1,49
0738506357,2022-10-03,1,99
0738508592,2022-10-03,1,99
0738533286,2022-10-03,1,100
0738533700,2022-10-03,1,199
0738536230,2022-10-03,1,100
0738536810,2022-10-03,1,349
0738537291,2022-10-03,1,50
0738545979,2022-10-03,1,99
0738546637,2022-10-03,1,199
0738559148,2022-10-03,1,99
0738613374,2022-10-03,1,49
0738799153,2022-10-03,1,300
0738811001,2022-10-03,1,99
0738857785,2022-10-03,1,199
0739128849,2022-10-03,1,149
0739272021,2022-10-03,1,99
0739295318,2022-10-03,1,300
0739315606,2022-10-03,1,100
0739484143,2022-10-03,1,99
0739525929,2022-10-03,1,99
0739535405,2022-10-03,1,99
0739541853,2022-10-03,1,249
0739653871,2022-10-03,1,149
0739656500,2022-10-03,1,299
0739672558,2022-10-03,1,99
0739686766,2022-10-03,1,149
0739699358,2022-10-03,1,99
0739769031,2022-10-03,1,99
0739823869,2022-10-03,1,149
0739839261,2022-10-03,1,149
0739896705,2022-10-03,1,99
0739901847,2022-10-03,1,349
0739950298,2022-10-03,1,100
0739975727,2022-10-03,1,99
0739977393,2022-10-03,2,198
0760019613,2022-10-03,1,100
0760371131,2022-10-03,1,199
0760376500,2022-10-03,1,199
0760469561,2022-10-03,1,199
0760705263,2022-10-03,1,99
0761022730,2022-10-03,1,799
0761042037,2022-10-03,4,158
0761090190,2022-10-03,1,99
0761105252,2022-10-03,1,100
0761266708,2022-10-03,1,99
0761333572,2022-10-03,1,99
0761395432,2022-10-03,1,99
0761448650,2022-10-03,1,99
0761498337,2022-10-03,1,99
0761624500,2022-10-03,1,299
0761728695,2022-10-03,2,148
0761769707,2022-10-03,1,99
0761779683,2022-10-03,1,99
0761800469,2022-10-03,1,99
0761856041,2022-10-03,1,99
0762042199,2022-10-03,3,109
0762066586,2022-10-03,1,100
0762096987,2022-10-03,3,209
0762148483,2022-10-03,1,250
0762166810,2022-10-03,1,299
0762179287,2022-10-03,1,99
0762190365,2022-10-03,1,149
0762302910,2022-10-03,1,99
0762398584,2022-10-03,3,249
0762549118,2022-10-03,1,199
0762568276,2022-10-03,1,99
0762617116,2022-10-03,1,149
0762624374,2022-10-03,1,99
0762720337,2022-10-03,1,299
0762958455,2022-10-03,1,199
0763077780,2022-10-03,1,100
0763143737,2022-10-03,1,49
0763209276,2022-10-03,1,99
0763215818,2022-10-03,1,99
0763241955,2022-10-03,1,99
0763353841,2022-10-03,2,10
0763502800,2022-10-03,1,100
0763568494,2022-10-03,1,100
0763685683,2022-10-03,1,99
0763986536,2022-10-03,1,199
0764083875,2022-10-03,1,299
0764088498,2022-10-03,1,249
0764167919,2022-10-03,2,198
0764209750,2022-10-03,1,349
0764216248,2022-10-03,1,99
0764370005,2022-10-03,1,149
0764966180,2022-10-03,2,99
0765250481,2022-10-03,1,100
0765460263,2022-10-03,1,99
0765489908,2022-10-03,1,99
0765603043,2022-10-03,1,99
0766002587,2022-10-03,1,100
0766004108,2022-10-03,2,0
0766005280,2022-10-03,1,0
0766008473,2022-10-03,2,36
0766008495,2022-10-03,2,0
0766009673,2022-10-03,1,50
0766010232,2022-10-03,1,99
0766011245,2022-10-03,1,49
0766011391,2022-10-03,1,0
0766013209,2022-10-03,1,99
0766013959,2022-10-03,1,199
0766014149,2022-10-03,1,149
0766015088,2022-10-03,1,0
0766015104,2022-10-03,3,199
0766015122,2022-10-03,1,99
0766015148,2022-10-03,1,299
0766015394,2022-10-03,1,349
0766015504,2022-10-03,1,300
0766015532,2022-10-03,1,99
0766016332,2022-10-03,1,149
0766016659,2022-10-03,1,149
0766016718,2022-10-03,1,299
0766016722,2022-10-03,1,99
0766016725,2022-10-03,1,149
0766017261,2022-10-03,1,99
0766018811,2022-10-03,1,199
0766019322,2022-10-03,1,249
0766022181,2022-10-03,1,99
0766022238,2022-10-03,1,199
0766022597,2022-10-03,1,349
0766025723,2022-10-03,1,149
0766026102,2022-10-03,1,0
0766026901,2022-10-03,1,0
0766029265,2022-10-03,1,100
0766031865,2022-10-03,1,249
0766032597,2022-10-03,1,449
0766033359,2022-10-03,2,148
0766035762,2022-10-03,1,49
0766035977,2022-10-03,1,299
0766036028,2022-10-03,1,100
0766040478,2022-10-03,1,149
0766040611,2022-10-03,1,299
0766040713,2022-10-03,1,149
0766041126,2022-10-03,2,98
0766041840,2022-10-03,1,99
0766042901,2022-10-03,2,49
0766043944,2022-10-03,3,99
0766044037,2022-10-03,1,99
0766046050,2022-10-03,2,148
0766048129,2022-10-03,1,99
0766048497,2022-10-03,1,199
0766053202,2022-10-03,1,149
0766055191,2022-10-03,1,99
0766062038,2022-10-03,1,300
0766064556,2022-10-03,1,99
0766065503,2022-10-03,1,99
0766067618,2022-10-03,1,99
0766068400,2022-10-03,1,299
0766068813,2022-10-03,1,0
0766069692,2022-10-03,1,349
0766070293,2022-10-03,2,0
0766071828,2022-10-03,1,0
0766072380,2022-10-03,3,199
0766072493,2022-10-03,2,0
0766073137,2022-10-03,2,0
0766073858,2022-10-03,1,0
0766076604,2022-10-03,1,300
0766076611,2022-10-03,1,299
0766077679,2022-10-03,1,100
0766077920,2022-10-03,3,100
0766078301,2022-10-03,2,0
0766078737,2022-10-03,2,0
0766081839,2022-10-03,2,298
0766081849,2022-10-03,1,0
0766081857,2022-10-03,1,300
0766082337,2022-10-03,2,0
0766082860,2022-10-03,1,99
0766082993,2022-10-03,1,0
0766083031,2022-10-03,1,49
0766084893,2022-10-03,1,149
0766085722,2022-10-03,1,49
0766085890,2022-10-03,1,449
0766086319,2022-10-03,1,100
0766086384,2022-10-03,1,99
0766086456,2022-10-03,3,49
0766086509,2022-10-03,1,99
0766086706,2022-10-03,1,0
0766088062,2022-10-03,1,149
0766088906,2022-10-03,2,200
0766088991,2022-10-03,1,100
0766092713,2022-10-03,1,300
0766093606,2022-10-03,1,99
0766095121,2022-10-03,1,199
0766095955,2022-10-03,1,49
0766097466,2022-10-03,1,0
0766098935,2022-10-03,2,0
0766099241,2022-10-03,2,0
0766099243,2022-10-03,2,0
0766099769,2022-10-03,1,49
0766100251,2022-10-03,2,0
0766103774,2022-10-03,1,99
0766104506,2022-10-03,2,0
0766104563,2022-10-03,1,49
0766105271,2022-10-03,1,100
0766105345,2022-10-03,1,299
0766106145,2022-10-03,1,0
0766106789,2022-10-03,1,199
0766107121,2022-10-03,1,49
0766107589,2022-10-03,2,99
0766108044,2022-10-03,1,99
0766108548,2022-10-03,1,299
0766108838,2022-10-03,1,49
0766108885,2022-10-03,1,99
0766108970,2022-10-03,1,249
0766109192,2022-10-03,1,99
0766111068,2022-10-03,1,299
0766111403,2022-10-03,1,99
0766112482,2022-10-03,1,449
0766112857,2022-10-03,4,199
0766113189,2022-10-03,1,199
0766113396,2022-10-03,1,100
0766113784,2022-10-03,1,299
0766114020,2022-10-03,1,199
0766114528,2022-10-03,1,99
0766115676,2022-10-03,1,99
0766117134,2022-10-03,1,49
0766119650,2022-10-03,1,99
0766119679,2022-10-03,1,0
0766119726,2022-10-03,3,302
0766119872,2022-10-03,1,99
0766120007,2022-10-03,1,99
0766122105,2022-10-03,1,99
0766202538,2022-10-03,1,99
0766218098,2022-10-03,1,249
0766218119,2022-10-03,1,149
0766218191,2022-10-03,1,99
0766218198,2022-10-03,1,199
0766233331,2022-10-03,1,199
0766233371,2022-10-03,1,299
0766233497,2022-10-03,1,0
0766233755,2022-10-03,1,99
0766235118,2022-10-03,2,0
0766235130,2022-10-03,2,0
0766235178,2022-10-03,1,0
0766235759,2022-10-03,1,0
0766236842,2022-10-03,1,249
0766237867,2022-10-03,1,249
0766238600,2022-10-03,1,100
0766239563,2022-10-03,1,199
0766239708,2022-10-03,1,99
0766240166,2022-10-03,2,149
0766240237,2022-10-03,1,0
0766243184,2022-10-03,1,99
0766243772,2022-10-03,1,149
0766244229,2022-10-03,4,350
0766245965,2022-10-03,1,0
0766246352,2022-10-03,2,0
0766246906,2022-10-03,1,0
0766247290,2022-10-03,1,0
0766247789,2022-10-03,1,199
0766249617,2022-10-03,1,99
0766250342,2022-10-03,2,0
0766250354,2022-10-03,2,0
0766251935,2022-10-03,1,0
0766252188,2022-10-03,1,100
0766252410,2022-10-03,1,99
0766252620,2022-10-03,1,199
0766254664,2022-10-03,2,298
0766254671,2022-10-03,2,0
0766255195,2022-10-03,1,149
0766257255,2022-10-03,1,0
0766258025,2022-10-03,1,99
0766258465,2022-10-03,1,99
0766258558,2022-10-03,1,99
0766258635,2022-10-03,2,0
0766258653,2022-10-03,2,148
0766259312,2022-10-03,1,0
0766259625,2022-10-03,1,0
0766261081,2022-10-03,1,99
0766263382,2022-10-03,1,199
0766264604,2022-10-03,1,99
0766264994,2022-10-03,1,149
0766268254,2022-10-03,1,199
0766268787,2022-10-03,1,99
0766269370,2022-10-03,1,300
0766270158,2022-10-03,1,149
0766270764,2022-10-03,1,149
0766270817,2022-10-03,1,199
0766272086,2022-10-03,1,199
0766272105,2022-10-03,1,300
0766272524,2022-10-03,1,199
0766272629,2022-10-03,1,99
0766273172,2022-10-03,1,799
0766275462,2022-10-03,1,49
0766275935,2022-10-03,9,441
0766276830,2022-10-03,1,99
0766277354,2022-10-03,1,149
0766277412,2022-10-03,1,99
0766280204,2022-10-03,1,99
0766281049,2022-10-03,1,99
0766282231,2022-10-03,1,199
0766285669,2022-10-03,1,99
0766286389,2022-10-03,1,100
0766287452,2022-10-03,1,50
0766287538,2022-10-03,1,99
0766290474,2022-10-03,1,49
0766294246,2022-10-03,1,99
0766299008,2022-10-03,2,763
0766308758,2022-10-03,1,99
0766313521,2022-10-03,3,160
0766314436,2022-10-03,1,299
0766314524,2022-10-03,1,49
0766314728,2022-10-03,1,99
0766316510,2022-10-03,1,99
0766316649,2022-10-03,1,0
0766317476,2022-10-03,1,99
0766318142,2022-10-03,1,149
0766318460,2022-10-03,1,99
0766319958,2022-10-03,1,149
0766320368,2022-10-03,1,100
0766321298,2022-10-03,1,99
0766322272,2022-10-03,1,299
0766323971,2022-10-03,1,99
0766324904,2022-10-03,1,0
0766325719,2022-10-03,1,49
0766325729,2022-10-03,1,99
0766326209,2022-10-03,1,300
0766327875,2022-10-03,1,149
0766329096,2022-10-03,3,100
0766331390,2022-10-03,2,0
0766332162,2022-10-03,1,299
0766335603,2022-10-03,1,100
0766336228,2022-10-03,1,199
0766336581,2022-10-03,1,299
0766337039,2022-10-03,1,99
0766337447,2022-10-03,1,149
0766337858,2022-10-03,1,100
0766338399,2022-10-03,1,49
0766339571,2022-10-03,1,149
0766344921,2022-10-03,1,49
0766345376,2022-10-03,1,99
0766345727,2022-10-03,1,99
0766346516,2022-10-03,1,99
0766347116,2022-10-03,1,199
0766348519,2022-10-03,2,0
0766348521,2022-10-03,3,0
0766348760,2022-10-03,1,299
0766349199,2022-10-03,1,0
0766349948,2022-10-03,1,99
0766350141,2022-10-03,1,199
0766350839,2022-10-03,1,0
0766350956,2022-10-03,1,0
0766350975,2022-10-03,1,0
0766351040,2022-10-03,1,99
0766351179,2022-10-03,1,0
0766351181,2022-10-03,2,0
0766351209,2022-10-03,1,0
0766351420,2022-10-03,1,0
0766352361,2022-10-03,1,100
0766352369,2022-10-03,1,149
0766352487,2022-10-03,1,99
0766353295,2022-10-03,1,99
0766353556,2022-10-03,1,99
0766354066,2022-10-03,1,249
0766354374,2022-10-03,1,0
0766354441,2022-10-03,1,99
0766354455,2022-10-03,1,99
0766358782,2022-10-03,1,0
0766359026,2022-10-03,1,0
0766359105,2022-10-03,1,99
0766359368,2022-10-03,1,99
0766362396,2022-10-03,1,0
0766362526,2022-10-03,1,0
0766364765,2022-10-03,1,0
0766366346,2022-10-03,2,198
0766366471,2022-10-03,2,0
0766366631,2022-10-03,1,99
0766366796,2022-10-03,2,0
0766366854,2022-10-03,3,449
0766366863,2022-10-03,2,0
0766366944,2022-10-03,1,199
0766368460,2022-10-03,1,0
0766368619,2022-10-03,1,0
0766368923,2022-10-03,1,149
0766369183,2022-10-03,1,299
0766376310,2022-10-03,1,0
0766376312,2022-10-03,1,99
0766376849,2022-10-03,1,0
0766397572,2022-10-03,1,49
0766403359,2022-10-03,1,0
0766403405,2022-10-03,1,0
0766403535,2022-10-03,1,0
0766433838,2022-10-03,1,100
0766440669,2022-10-03,1,49
0766442044,2022-10-03,3,109
0766453949,2022-10-03,1,99
0766479399,2022-10-03,1,0
0766493354,2022-10-03,1,0
0766498683,2022-10-03,1,99
0767058516,2022-10-03,1,299
0767471777,2022-10-03,1,299
0767672790,2022-10-03,1,99
0767722250,2022-10-03,1,99
0767770777,2022-10-03,2,150
0767874084,2022-10-03,1,99
0767925918,2022-10-03,1,249
0767966004,2022-10-03,1,99
0768025868,2022-10-03,1,99
0768049157,2022-10-03,1,300
0768083661,2022-10-03,1,99
0768091109,2022-10-03,1,299
0768195851,2022-10-03,1,99
0768232990,2022-10-03,1,99
0768268523,2022-10-03,2,149
0768369802,2022-10-03,1,99
0768390542,2022-10-03,1,100
0768442702,2022-10-03,1,99
0768447040,2022-10-03,1,199
0768474424,2022-10-03,1,199
0768480669,2022-10-03,1,149
0768481302,2022-10-03,1,99
0768505626,2022-10-03,1,100
0768508334,2022-10-03,1,0
0768510453,2022-10-03,1,249
0768511656,2022-10-03,1,149
0768513424,2022-10-03,1,99
0768513436,2022-10-03,1,99
0768513674,2022-10-03,3,265
0768515563,2022-10-03,1,99
0768516335,2022-10-03,1,99
0768519528,2022-10-03,1,49
0768529373,2022-10-03,1,149
0768530229,2022-10-03,1,99
0768533621,2022-10-03,1,99
0768534223,2022-10-03,1,49
0768536355,2022-10-03,3,0
0768536535,2022-10-03,1,199
0768537180,2022-10-03,1,99
0768538369,2022-10-03,1,149
0768543360,2022-10-03,1,249
0768549089,2022-10-03,1,99
0768549422,2022-10-03,1,199
0768549471,2022-10-03,2,200
0768549818,2022-10-03,1,449
0768553843,2022-10-03,1,99
0768554006,2022-10-03,1,99
0768554174,2022-10-03,1,99
0768555543,2022-10-03,1,249
0768558287,2022-10-03,1,99
0768562102,2022-10-03,1,99
0768562655,2022-10-03,1,99
0768566824,2022-10-03,1,100
0768569428,2022-10-03,2,98
0768583057,2022-10-03,1,99
0768583954,2022-10-03,2,548
0768584704,2022-10-03,1,0
0768585132,2022-10-03,1,199
0768585182,2022-10-03,1,199
0768589887,2022-10-03,3,"348,72"
0768600489,2022-10-03,1,199
0768600647,2022-10-03,2,248
0768601376,2022-10-03,1,100
0768603470,2022-10-03,1,99
0768603774,2022-10-03,1,149
0768608561,2022-10-03,1,49
0768608620,2022-10-03,1,149
0768609220,2022-10-03,1,99
0768609755,2022-10-03,1,100
0768610001,2022-10-03,1,99
0768614279,2022-10-03,1,199
0768614483,2022-10-03,3,100
0768616179,2022-10-03,1,99
0768616195,2022-10-03,1,99
0768617084,2022-10-03,1,99
0768617523,2022-10-03,1,199
0768617697,2022-10-03,1,299
0768617796,2022-10-03,1,99
0768617871,2022-10-03,1,99
0768617887,2022-10-03,1,99
0768618333,2022-10-03,1,99
0768619016,2022-10-03,1,300
0768630283,2022-10-03,1,149
0768632297,2022-10-03,1,99
0768632877,2022-10-03,1,49
0768633726,2022-10-03,1,799
0768634377,2022-10-03,1,99
0768634395,2022-10-03,1,99
0768634458,2022-10-03,1,300
0768634677,2022-10-03,1,99
0768634711,2022-10-03,1,100
0768634873,2022-10-03,1,99
0768635869,2022-10-03,1,99
0768636444,2022-10-03,1,299
0768636493,2022-10-03,2,0
0768638852,2022-10-03,1,199
0768639643,2022-10-03,1,199
0768639757,2022-10-03,1,49
0768640826,2022-10-03,1,349
0768644028,2022-10-03,1,100
0768644198,2022-10-03,1,299
0768644383,2022-10-03,1,99
0768645351,2022-10-03,1,349
0768645357,2022-10-03,1,99
0768645826,2022-10-03,1,99
0768646149,2022-10-03,1,99
0768646967,2022-10-03,1,199
0768648200,2022-10-03,1,300
0768648656,2022-10-03,1,249
0768649066,2022-10-03,1,299
0768649580,2022-10-03,1,349
0768649598,2022-10-03,1,99
0768649806,2022-10-03,1,99
0768652261,2022-10-03,1,99
0768653195,2022-10-03,1,349
0768653696,2022-10-03,1,99
0768654610,2022-10-03,1,99
0768654665,2022-10-03,1,99
0768655408,2022-10-03,1,449
0768656448,2022-10-03,1,49
0768659859,2022-10-03,1,249
0768661407,2022-10-03,1,99
0768661448,2022-10-03,1,100
0768661484,2022-10-03,2,149
0768662406,2022-10-03,1,99
0768664145,2022-10-03,1,149
0768664435,2022-10-03,1,349
0768665537,2022-10-03,1,99
0768665804,2022-10-03,1,99
0768667729,2022-10-03,1,149
0768670572,2022-10-03,1,199
0768671412,2022-10-03,1,49
0768672258,2022-10-03,1,99
0768674036,2022-10-03,1,99
0768674492,2022-10-03,1,0
0768676476,2022-10-03,1,99
0768676969,2022-10-03,1,100
0768677870,2022-10-03,1,100
0768678753,2022-10-03,1,49
0768679358,2022-10-03,1,199
0768679719,2022-10-03,1,299
0768679830,2022-10-03,1,349
0768680329,2022-10-03,1,100
0768680927,2022-10-03,1,49
0768681344,2022-10-03,1,100
0768681454,2022-10-03,1,100
0768681901,2022-10-03,1,99
0768684565,2022-10-03,1,0
0768685528,2022-10-03,1,199
0768685789,2022-10-03,1,0
0768686149,2022-10-03,1,99
0768686298,2022-10-03,1,99
0768688385,2022-10-03,1,99
0768688449,2022-10-03,1,299
0768691744,2022-10-03,1,99
0768693531,2022-10-03,1,449
0768694569,2022-10-03,1,99
0768694883,2022-10-03,1,149
0768695127,2022-10-03,1,300
0768695311,2022-10-03,1,199
0768695579,2022-10-03,1,49
0768696137,2022-10-03,1,349
0768696454,2022-10-03,1,49
0768696935,2022-10-03,1,99
0768697411,2022-10-03,1,49
0768697993,2022-10-03,3,199
0768698133,2022-10-03,1,149
0768699031,2022-10-03,1,349
0768699206,2022-10-03,1,449
0768699783,2022-10-03,1,99
0768699979,2022-10-03,1,99
0768701204,2022-10-03,1,349
0768701821,2022-10-03,1,199
0768702963,2022-10-03,1,99
0768703524,2022-10-03,1,99
0768703548,2022-10-03,1,199
0768703586,2022-10-03,1,149
0768704235,2022-10-03,1,99
0768704293,2022-10-03,1,100
0768705752,2022-10-03,1,99
0768705926,2022-10-03,3,349
0768706166,2022-10-03,1,149
0768714073,2022-10-03,1,149
0768715365,2022-10-03,1,199
0768715782,2022-10-03,1,199
0768718170,2022-10-03,1,100
0768719786,2022-10-03,1,99
0768719988,2022-10-03,1,99
0768720259,2022-10-03,1,99
0768720819,2022-10-03,1,250
0768722417,2022-10-03,1,99
0768723228,2022-10-03,1,299
0768723385,2022-10-03,1,99
0768723758,2022-10-03,1,199
0768725519,2022-10-03,1,199
0768726099,2022-10-03,1,149
0768726416,2022-10-03,1,0
0768727804,2022-10-03,1,99
0768728216,2022-10-03,1,149
0768728471,2022-10-03,1,99
0768729261,2022-10-03,1,199
0768731065,2022-10-03,1,99
0768732372,2022-10-03,4,0
0768735736,2022-10-03,1,349
0768735979,2022-10-03,1,100
0768736107,2022-10-03,1,0
0768737549,2022-10-03,1,99
0768737664,2022-10-03,1,299
0768738314,2022-10-03,1,99
0768739152,2022-10-03,1,199
